ID8102,YEAR,OUTCOME,OUTCMYEAR,switcher,instresp,XL_AREA,age1_fav,age2_fav,age3_fav,age4_fav,age5_fav,age6_fav,age7_fav,age8_fav,age9_fav,age10_fav,age11_fav,age12_fav,age1_opp,age2_opp,age3_opp,age4_opp,age5_opp,age6_opp,age7_opp,age8_opp,age9_opp,age10_opp,age11_opp,age12_opp,age1_dk,age2_dk,age3_dk,age4_dk,age5_dk,age6_dk,age7_dk,age8_dk,age9_dk,age10_dk,age11_dk,age12_dk,edu1_fav,edu2_fav,edu3_fav,edu4_fav,edu5_fav,edu6_fav,edu7_fav,edu8_fav,edu9_fav,edu10_fav,edu11_fav,edu12_fav,edu1_opp,edu2_opp,edu3_opp,edu4_opp,edu5_opp,edu6_opp,edu7_opp,edu8_opp,edu9_opp,edu10_opp,edu11_opp,edu12_opp,edu1_dk,edu2_dk,edu3_dk,edu4_dk,edu5_dk,edu6_dk,edu7_dk,edu8_dk,edu9_dk,edu10_dk,edu11_dk,edu12_dk,inc1_fav,inc2_fav,inc3_fav,inc4_fav,inc5_fav,inc6_fav,inc7_fav,inc8_fav,inc9_fav,inc10_fav,inc11_fav,inc12_fav,inc1_opp,inc2_opp,inc3_opp,inc4_opp,inc5_opp,inc6_opp,inc7_opp,inc8_opp,inc9_opp,inc10_opp,inc11_opp,inc12_opp,inc1_dk,inc2_dk,inc3_dk,inc4_dk,inc5_dk,inc6_dk,inc7_dk,inc8_dk,inc9_dk,inc10_dk,inc11_dk,inc12_dk,white_fav,black_fav,hispa_fav,asina_fav,white_opp,black_opp,hispa_opp,asina_opp,white_dk,black_dk,hispa_dk,asian_dk,pid1_fav,pid2_fav,pid3_fav,pid4_fav,pid5_fav,pid6_fav,pid7_fav,pid1_opp,pid2_opp,pid3_opp,pid4_opp,pid5_opp,pid6_opp,pid7_opp,pid1_dk,pid2_dk,pid3_dk,pid4_dk,pid5_dk,pid6_dk,pid7_dk,ideo1_fav,ideo2_fav,ideo3_fav,ideo4_fav,ideo5_fav,ideo6_fav,ideo7_fav,ideo1_opp,ideo2_opp,ideo3_opp,ideo4_opp,ideo5_opp,ideo6_opp,ideo7_opp,ideo1_dk,ideo2_dk,ideo3_dk,ideo4_dk,ideo5_dk,ideo6_dk,ideo7_dk,male_fav,female_fav,male_opp,female_opp,male_dk,female_dk,protes_fav,cathlc_fav,jewish_fav,seculr_fav,protes_opp,cathlc_opp,jewish_opp,seculr_opp,protes_dk,cathlc_dk,jewish_dk,seculr_dk,east_fav,south_fav,midwst_fav,west_fav,east_opp,south_opp,midwst_opp,west_opp,east_dk,south_dk,midwst_dk,west_dk,nounn_fav,union_fav,nounn_opp,union_opp,nounn_dk,union_dk,pred10_sw,pred30_sw,pred50_sw,pred70_sw,pred90_sw,PREDALL_SW,INTGRP_STFAV,INTGRP_SWFAV,INTGRP_STOPP,INTGRP_SWOPP,AARP,AFLCIO,Airlines,AmericanBankersAssociation,AmericanCouncilofLifeInsurance,AmericanFarmBureauFederation,AmericanFederationofStateCountya,AmericanHospitalAssociation,AmericanIsraelPublicAffairsCommi,AmericanLegion,AmericanMedicalAssociation,AssociationofTrialLawyers,Automobilecompanies,ChamberofCommerce,ChristianCoalition,Computersoftwareandhardware,CreditUnionNationalAssociation,Defensecontractors,Electriccompanies,HealthInsuranceAssociation,IndependentInsuranceAgentsofAmer,InternationalBrotherhoodofTeamst,MotionPictureAssociationofAmeric,NationalAssociationofBroadcaster,NationalAssociationofHomeBuilder,NationalAssociationofManufacture,NationalAssociationofRealtors,NationalBeerWholesalersAssociati,NationalEducationAssociation,NationalFederationofIndependentB,NationalGovernorsAssociation,NationalRestaurantAssociation,NationalRifleAssociation,NationalRighttoLifeCommittee,OilCompanies,PharmaceuticalResearchManufactur,RecordingIndustryAssociation,Securitiesandinvestmentcompanies,Telephonecompanies,Tobbacocompanies,UnitedAutoWorkersunion,Universities,VeteransofForeignWarsoftheU_S,ECYN,SWYN,FPYN,RLYN,GNYN,QuestionText,
268,1983,2,,0,1,defense,53,69,109,102,91,126,149,131,0,0,0,0,25,30,47,64,46,61,61,27,0,0,0,0,1,4,1,3,6,7,10,18,0,0,0,0,1,15,32,89,331,145,52,100,64,0,0,0,0,2,6,29,102,63,22,71,64,0,0,0,1,4,7,9,18,6,1,2,3,0,0,0,102,152,225,172,92,52,0,0,0,0,0,0,42,57,100,68,50,27,0,0,0,0,0,0,11,11,5,7,3,0,0,0,0,0,0,0,717,54,42,5,302,37,14,4,48,1,0,2,229,288,311,0,0,0,0,61,147,151,0,0,0,0,12,20,18,0,0,0,0,358,355,91,0,0,0,0,88,167,96,0,0,0,0,15,17,8,0,0,0,0,404,427,179,182,17,35,523,223,20,38,200,95,19,32,37,8,5,2,205,263,209,154,111,69,108,73,10,24,11,7,633,189,256,103,42,9,0.711673855781555,0.712794780731201,0.705905079841614,0.690913796424866,0.663511157035828,0.696959733963013,1,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"In general, do you favor increasing or decreasing the present defense budget, or keeping it the same as it is now?",
269,1983,2,,1,1,foreign pol,27,30,33,48,36,41,94,52,0,0,0,0,75,78,110,86,79,118,158,112,0,0,0,0,2,4,5,3,3,11,15,24,0,0,0,0,1,5,4,38,90,76,28,71,52,0,0,0,3,14,30,107,301,144,45,97,73,0,0,0,2,6,7,7,21,10,2,8,5,0,0,0,34,61,67,78,65,48,0,0,0,0,0,0,124,144,197,143,89,72,0,0,0,0,0,0,12,15,12,7,5,5,0,0,0,0,0,0,297,29,30,4,663,94,39,10,59,4,1,0,95,148,122,0,0,0,0,166,283,366,0,0,0,0,20,20,26,0,0,0,0,139,160,55,0,0,0,0,284,332,155,0,0,0,0,24,21,10,0,0,0,0,224,142,349,468,21,47,205,107,19,22,490,223,21,50,43,13,4,3,103,86,102,75,208,246,216,147,12,26,18,11,288,74,622,186,55,11,0.763336598873138,0.734128355979919,0.694514274597168,0.646753013134003,0.586679041385651,0.685082256793976,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"As you may know, President Reagan has charged that the Russians and Cubans are supplying arms to the left-wing guerrillas in El Salvador. Do you favor or oppose the U.S. taking each of the following steps to help the government in El Salvador?",
270,1983,2,1983,0,1,foreign pol,30,37,38,39,32,34,79,52,0,0,0,0,72,70,106,95,84,128,169,119,0,0,0,0,3,5,4,3,1,7,20,16,0,0,0,0,1,5,5,43,92,65,24,59,47,0,0,0,3,12,32,96,302,153,50,114,81,0,0,0,2,7,4,12,17,13,1,3,3,0,0,0,32,48,78,69,50,47,0,0,0,0,0,0,122,158,190,151,103,76,0,0,0,0,0,0,16,15,9,7,5,1,0,0,0,0,0,0,284,23,28,3,687,97,40,9,48,6,2,1,106,126,107,0,0,0,0,161,307,377,0,0,0,0,14,17,31,0,0,0,0,145,130,53,0,0,0,0,279,366,161,0,0,0,0,23,18,6,0,0,0,0,212,129,356,491,26,36,201,99,13,19,501,229,27,54,37,16,4,2,87,92,97,65,224,247,224,153,13,20,15,15,268,70,648,189,49,12,0.215579450130463,0.253711342811584,0.290684938430786,0.325704336166382,0.357787489891052,0.288693511486053,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"As you may know, President Reagan has charged that the Russians and Cubans are supplying arms to the left-wing guerrillas in El Salvador. Do you favor or oppose the U.S. taking each of the following steps to help the government in El Salvador?",
271,1983,2,,0,2,foreign pol,51,64,62,65,50,72,118,82,0,0,0,0,53,45,84,69,64,89,134,91,0,0,0,0,1,3,2,3,4,8,15,14,0,0,0,0,3,8,12,64,180,117,42,83,57,0,0,0,2,10,22,78,218,108,32,91,69,0,0,0,1,6,7,10,14,6,1,3,4,0,0,0,64,92,131,112,83,61,0,0,0,0,0,0,94,118,135,116,72,61,0,0,0,0,0,0,11,11,11,1,4,2,0,0,0,0,0,0,487,38,29,6,494,82,38,8,38,7,2,1,155,216,195,0,0,0,0,111,227,293,0,0,0,0,16,9,27,0,0,0,0,226,245,81,0,0,0,0,207,254,135,0,0,0,0,14,14,4,0,0,0,0,309,258,266,365,18,33,342,166,20,23,360,171,21,49,37,6,3,3,145,159,166,99,169,180,158,124,10,20,12,10,441,122,480,142,44,7,0.411661803722382,0.460703432559967,0.493170082569122,0.508627533912659,0.511201858520508,0.477072942256928,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"As you may know, President Reagan has charged that the Russians and Cubans are supplying arms to the left-wing guerrillas in El Salvador. Do you favor or oppose the U.S. taking each of the following steps to help the government in El Salvador?",
274,1983,2,,0,1,defense,24,33,46,42,32,44,76,42,0,0,0,0,83,89,90,86,65,119,157,134,0,0,0,0,0,3,7,5,9,10,25,26,0,0,0,0,1,8,12,25,102,71,26,68,23,0,0,0,1,26,36,88,288,138,42,126,80,0,0,0,3,6,3,5,22,13,6,19,6,0,0,0,33,48,68,77,50,39,0,0,0,0,0,0,132,158,181,123,97,75,0,0,0,0,0,0,19,8,15,12,6,14,0,0,0,0,0,0,283,27,19,3,657,100,48,6,79,4,1,0,107,115,116,0,0,0,0,173,275,378,0,0,0,0,23,36,25,0,0,0,0,158,119,41,0,0,0,0,269,342,158,0,0,0,0,23,33,12,0,0,0,0,0,0,0,0,0,0,203,90,6,23,454,252,34,47,50,25,2,7,0,0,0,0,0,0,0,0,0,0,0,0,274,63,633,181,71,12,0.194401621818542,0.256580829620361,0.307891726493835,0.342092037200928,0.356538772583008,0.291500997543335,1,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"President Reagan also wants to go ahead and build the B-1 bomber, which would replace the B-52 bombers that have been used for many years as our primary bomber capability to deliver atomic bombs.  Opponents estimates of the cost of the B-1 bom",
284,1983,2,,1,2,foreign pol,53,69,98,90,61,100,165,98,0,0,0,0,49,47,51,38,32,52,64,74,0,0,0,0,10,6,6,4,7,17,39,23,0,0,0,0,0,7,22,68,257,150,38,101,89,0,0,0,2,6,17,54,172,67,20,45,26,0,0,0,0,10,6,26,39,16,3,9,3,0,0,0,74,149,181,149,85,65,0,0,0,0,0,0,81,82,83,61,48,32,0,0,0,0,0,0,33,23,15,10,9,4,0,0,0,0,0,0,613,65,42,8,314,51,26,6,90,19,5,0,195,279,261,0,0,0,0,84,147,174,0,0,0,0,34,38,41,0,0,0,0,279,303,130,0,0,0,0,131,164,93,0,0,0,0,41,31,14,0,0,0,0,387,348,174,234,27,87,418,209,29,44,249,117,14,15,88,21,1,2,184,229,178,143,114,110,115,69,21,50,31,12,564,165,301,103,100,14,0.4790158867836,0.358311235904694,0.30128425359726,0.295506715774536,0.343234539031982,0.355470526218414,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,President Reagan has taken a number of steps in Central America to meet what he says is the mounting supply of arms from Russia and Cuba going to left-wing rebel forces in El Salvador and to the Sandinista government in Nicaragua. Let me ask yo,
285,1983,2,,1,2,foreign pol,30,23,30,35,23,49,68,32,0,0,0,0,71,90,112,92,67,103,158,129,0,0,0,0,11,9,14,5,10,17,41,34,0,0,0,0,1,7,3,25,98,68,12,42,32,0,0,0,1,10,32,102,321,139,43,98,78,0,0,0,0,7,10,21,49,27,5,15,8,0,0,0,20,59,61,56,46,36,0,0,0,0,0,0,140,174,189,140,83,57,0,0,0,0,0,0,28,22,29,25,13,9,0,0,0,0,0,0,247,13,22,3,647,108,49,8,123,13,3,2,103,102,84,0,0,0,0,168,308,347,0,0,0,0,43,54,45,0,0,0,0,139,103,39,0,0,0,0,254,351,185,0,0,0,0,59,44,13,0,0,0,0,185,104,348,478,55,87,175,79,8,15,483,240,29,42,97,28,7,5,65,106,55,63,221,231,241,133,34,52,29,27,221,66,627,192,117,24,0.832990109920502,0.785724818706512,0.735304474830627,0.688396096229553,0.644749879837036,0.737433075904846,0,0,0,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,President Reagan has taken a number of steps in Central America to meet what he says is the mounting supply of arms from Russia and Cuba going to left-wing rebel forces in El Salvador and to the Sandinista government in Nicaragua. Let me ask yo,
287,1983,2,,0,2,foreign pol,25,28,36,34,25,43,63,39,0,0,0,0,80,89,114,92,71,115,179,139,0,0,0,0,7,6,5,6,4,11,25,17,0,0,0,0,0,5,3,20,99,68,18,44,33,0,0,0,2,12,35,117,339,149,42,107,79,0,0,0,0,7,7,10,30,16,2,4,6,0,0,0,35,62,58,57,37,35,0,0,0,0,0,0,136,181,210,151,98,58,0,0,0,0,0,0,17,12,11,11,7,8,0,0,0,0,0,0,234,26,25,2,712,99,47,10,71,10,1,1,111,98,82,0,0,0,0,175,326,379,0,0,0,0,28,41,14,0,0,0,0,149,103,33,0,0,0,0,269,377,194,0,0,0,0,33,18,11,0,0,0,0,187,105,374,508,27,56,183,78,5,14,512,254,35,45,60,15,4,2,63,112,58,59,236,246,250,149,21,31,16,15,238,53,659,214,68,15,0.226971924304962,0.223058819770813,0.236066699028015,0.266173303127289,0.320465743541718,0.254547297954559,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,President Reagan has taken a number of steps in Central America to meet what he says is the mounting supply of arms from Russia and Cuba going to left-wing rebel forces in El Salvador and to the Sandinista government in Nicaragua. Let me ask yo,
288,1983,2,,0,1,defense,63,57,76,64,50,83,139,87,0,0,0,0,37,64,83,60,56,65,99,100,0,0,0,0,2,1,2,10,4,7,21,20,0,0,0,0,4,13,9,75,239,119,32,77,50,0,0,0,0,17,27,63,186,92,40,79,60,0,0,0,0,0,8,11,25,6,4,9,4,0,0,0,83,116,128,118,87,57,0,0,0,0,0,0,97,126,144,92,42,38,0,0,0,0,0,0,19,13,9,10,6,7,0,0,0,0,0,0,515,56,35,7,450,70,30,4,58,5,3,0,208,198,212,0,0,0,0,109,187,271,0,0,0,0,26,26,17,0,0,0,0,265,229,95,0,0,0,0,160,248,130,0,0,0,0,23,23,4,0,0,0,0,319,301,241,325,21,47,381,174,15,24,303,167,25,46,45,12,2,3,150,230,132,109,151,141,164,110,19,21,19,9,490,121,439,118,58,10,0.463163435459137,0.466578245162964,0.495791614055634,0.55313777923584,0.630872845649719,0.521908783912659,1,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"President Reagan has proposed going ahead with building the MX missile system, which would be designed to allow the U.S. to retaliate with land-based nuclear weapons against an enemy who attacked the U.S. with nuclear weapons. The Reagan Admini",
289,1983,2,,0,2,foreign pol,45,47,69,54,39,62,114,94,0,0,0,0,56,74,88,76,69,84,133,95,0,0,0,0,1,1,3,5,3,10,12,19,0,0,0,0,1,13,19,69,203,89,34,61,34,0,0,0,3,16,18,70,225,123,41,103,75,0,0,0,0,1,7,9,21,6,1,2,5,0,0,0,93,110,124,90,50,29,0,0,0,0,0,0,99,130,150,124,76,71,0,0,0,0,0,0,8,15,7,7,8,1,0,0,0,0,0,0,428,48,35,5,548,81,29,4,47,2,3,2,155,167,201,0,0,0,0,167,225,283,0,0,0,0,21,19,16,0,0,0,0,207,195,89,0,0,0,0,226,284,135,0,0,0,0,16,21,5,0,0,0,0,235,290,332,342,14,41,336,142,10,22,355,204,31,49,37,7,2,2,128,181,124,92,172,196,177,131,19,16,14,5,419,93,520,150,48,7,0.472769260406494,0.47367650270462,0.453906774520874,0.413221716880798,0.351994752883911,0.43311380147934,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"The U.S. and Russia have been negotiating an agreement to have a comprehensive ban of all testing of nuclear weapons by both countries, including all underground testing. Now, the Reagan Administration wants to end these negotiations, because i",
290,1983,2,,1,2,foreign pol,29,46,54,54,42,72,104,82,0,0,0,0,72,72,102,73,63,73,137,102,0,0,0,0,2,4,4,8,5,10,18,24,0,0,0,0,0,7,12,67,154,96,28,64,54,0,0,0,4,16,28,70,279,112,43,90,51,0,0,0,0,7,5,12,17,9,4,12,9,0,0,0,71,94,97,87,61,52,0,0,0,0,0,0,113,142,177,116,69,41,0,0,0,0,0,0,15,19,7,18,5,8,0,0,0,0,0,0,404,47,21,5,558,79,39,5,62,5,7,1,146,164,174,0,0,0,0,170,220,304,0,0,0,0,27,27,22,0,0,0,0,191,191,71,0,0,0,0,242,275,151,0,0,0,0,15,34,7,0,0,0,0,287,197,267,429,27,48,287,130,20,27,390,211,20,42,52,12,3,3,113,157,113,102,183,212,184,117,24,23,18,10,389,89,534,150,64,11,0.604227364063263,0.633824050426483,0.627021670341492,0.58013117313385,0.494651675224304,0.587971186637878,0,0,1,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"After some Marines were killed and wounded, President Reagan has now increased the number of Marines in Lebanon on peace-keeping duty from 1,200 to 3,200. Do you favor or oppose increasing the number of Marines in Lebanon?",
291,1983,2,,1,2,foreign pol,41,53,63,63,59,90,128,91,0,0,0,0,56,65,93,63,43,58,121,99,0,0,0,0,5,4,5,8,7,7,9,18,0,0,0,0,0,9,10,74,191,119,35,82,68,0,0,0,4,21,31,66,232,93,36,75,40,0,0,0,0,0,3,9,27,5,5,9,6,0,0,0,67,107,126,111,83,69,0,0,0,0,0,0,119,137,144,95,47,30,0,0,0,0,0,0,14,11,10,15,5,3,0,0,0,0,0,0,497,51,28,5,472,75,35,6,54,5,4,0,191,185,214,0,0,0,0,134,201,263,0,0,0,0,17,25,22,0,0,0,0,232,240,90,0,0,0,0,203,229,137,0,0,0,0,13,31,2,0,0,0,0,334,257,234,366,13,50,346,152,27,35,338,191,15,35,46,9,1,2,142,190,140,119,162,182,156,100,15,20,19,9,471,111,465,126,51,12,0.618673205375671,0.584671974182129,0.52512800693512,0.444239318370819,0.347031533718109,0.50394880771637,0,0,1,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"As you know, as a part of the settlement of the war in Lebanon, in order to get the PLO, Israel, and Syria out of that country and allow the Lebanese to rule themselves again, the U.S., France, Great Britain, and Italy sent in troops there on a",
294,1983,2,,0,1,foreign pol,43,52,53,50,25,53,76,49,0,0,0,0,54,74,91,82,73,115,150,144,0,0,0,0,1,5,4,1,9,4,26,12,0,0,0,0,0,8,10,37,129,63,24,69,59,0,0,0,1,16,38,104,270,162,48,80,63,0,0,0,0,5,6,12,17,5,8,6,3,0,0,0,50,74,83,73,58,43,0,0,0,0,0,0,131,174,179,142,81,47,0,0,0,0,0,0,11,15,10,9,4,4,0,0,0,0,0,0,329,32,33,1,640,87,33,6,50,9,1,1,85,171,144,0,0,0,0,201,287,295,0,0,0,0,12,21,29,0,0,0,0,115,184,82,0,0,0,0,288,320,143,0,0,0,0,22,26,8,0,0,0,0,210,190,361,422,18,44,217,115,21,26,474,198,24,50,41,14,4,0,112,120,92,75,183,231,222,146,19,22,14,7,302,97,602,170,50,10,0.287490129470825,0.287907123565674,0.313137531280518,0.359516322612762,0.432582437992096,0.336126708984375,1,0,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"All in all, do you favor the U.S. putting up 8.4 billion dollars more to avoid a possible world-wide depression and possible failure of American banks or do you oppose putting up the money, because there is no end in sight to the amount these t",
295,1983,2,1983,0,1,race,79,108,107,96,73,106,98,74,0,0,0,0,16,20,30,31,33,53,121,115,0,0,0,0,2,2,10,6,1,14,33,16,0,0,0,0,1,18,25,90,238,145,47,95,80,0,0,0,0,9,22,43,154,74,31,48,39,0,0,0,0,2,7,19,24,10,3,12,8,0,0,0,128,154,171,128,82,54,0,0,0,0,0,0,47,91,85,86,52,32,0,0,0,0,0,0,17,20,16,9,9,8,0,0,0,0,0,0,554,122,42,6,393,4,16,2,72,3,10,0,143,286,311,0,0,0,0,126,157,136,0,0,0,0,29,37,21,0,0,0,0,213,332,171,0,0,0,0,180,166,52,0,0,0,0,32,33,10,0,0,0,0,342,398,208,212,39,47,408,209,27,58,274,94,20,17,51,25,3,1,212,197,186,146,81,149,117,72,23,28,26,10,565,168,329,87,62,22,0.706157386302948,0.660858035087585,0.629676699638367,0.614453732967377,0.617252349853516,0.645679640769959,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"Do you favor or oppose the federal government making January 15th, Martin Luther King, Jr.s, birthday, a national holiday?",
296,1983,2,,0,2,misc others,64,91,103,93,83,108,137,126,0,0,0,0,30,38,44,32,22,53,81,57,0,0,0,0,3,1,1,7,3,12,32,21,0,0,0,0,1,12,28,90,259,157,55,115,88,0,0,0,0,8,18,42,136,63,23,37,32,0,0,0,0,9,8,20,21,10,3,4,6,0,0,0,123,169,177,141,108,59,0,0,0,0,0,0,50,77,83,71,34,29,0,0,0,0,0,0,20,18,12,12,1,6,0,0,0,0,0,0,644,86,54,8,301,37,13,0,74,5,1,0,161,309,336,0,0,0,0,117,140,102,0,0,0,0,20,31,30,0,0,0,0,240,360,179,0,0,0,0,150,143,46,0,0,0,0,35,29,7,0,0,0,0,402,404,165,194,22,59,462,216,42,54,211,97,7,18,60,14,1,4,211,226,217,153,85,116,94,64,20,32,18,11,617,183,273,81,65,13,0.706896901130676,0.684774041175842,0.677777707576752,0.686578631401062,0.707075357437134,0.692620527744293,0,0,5,0,,,,,,,,,,,,,-2,-2,,,,,-2,,,,,,,-2,,,,,,,,,-2,,,,,,,,,0,0,0,0,0,"All in all, do you favor or oppose Secretary of the Interior James Watt resigning or being removed from office?",
300,1983,2,,0,2,foreign pol,48,55,70,60,59,103,142,85,0,0,0,0,51,71,68,73,37,51,95,87,0,0,0,0,6,5,6,4,6,10,16,31,0,0,0,0,1,11,14,82,224,101,42,99,49,0,0,0,3,14,24,59,173,93,45,84,38,0,0,0,0,4,5,20,29,12,5,7,3,0,0,0,77,113,143,108,88,48,0,0,0,0,0,0,89,116,112,95,51,38,0,0,0,0,0,0,23,17,13,9,1,4,0,0,0,0,0,0,524,62,35,4,437,57,30,3,74,10,4,0,182,223,224,0,0,0,0,123,194,215,0,0,0,0,17,29,41,0,0,0,0,270,247,90,0,0,0,0,159,224,125,0,0,0,0,28,29,10,0,0,0,0,359,269,206,329,17,71,382,180,22,25,284,165,20,38,57,19,3,1,145,219,143,122,149,133,147,105,23,30,30,4,486,135,419,110,72,14,0.467270255088806,0.511316776275635,0.545087039470673,0.569278597831726,0.584975361824036,0.535585606098175,1,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"All in all, do you favor or oppose (READ EACH ITEM)? Item: The U.S. going ahead with plans to install our latest intermediate-range nuclear missiles in Western Europe",
301,1983,2,,1,2,foreign pol,43,72,66,58,37,72,103,80,0,0,0,0,47,56,84,68,55,81,139,96,0,0,0,0,3,4,8,8,7,13,18,24,0,0,0,0,5,13,18,78,199,101,29,60,33,0,0,0,1,11,23,63,212,115,39,97,66,0,0,0,1,2,2,9,28,13,7,12,12,0,0,0,85,118,120,87,47,51,0,0,0,0,0,0,93,127,149,103,76,48,0,0,0,0,0,0,12,22,19,12,13,4,0,0,0,0,0,0,445,56,22,8,499,68,43,7,76,5,3,0,156,185,195,0,0,0,0,117,246,261,0,0,0,0,24,30,32,0,0,0,0,212,215,82,0,0,0,0,209,261,129,0,0,0,0,33,29,16,0,0,0,0,247,288,313,315,23,63,334,146,20,16,372,165,24,40,62,17,2,2,133,177,131,94,164,167,175,122,13,29,24,19,414,114,473,150,68,17,0.512651562690735,0.537239193916321,0.550377368927002,0.553829729557037,0.546258687973022,0.540071308612824,0,0,1,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"Now, in the Lebanon situation, would you favor or oppose the U.S. (READ EACH ITEM)? Item: Sticking it out, with the Marines remaining in the same area, trying to keep the peace around the Beirut Airport",
302,1983,2,,0,2,foreign pol,56,93,107,84,64,98,169,127,0,0,0,0,34,36,46,43,33,59,69,56,0,0,0,0,3,4,6,7,2,9,23,17,0,0,0,0,5,18,30,101,287,140,49,105,62,0,0,0,0,7,11,44,126,76,22,52,41,0,0,0,1,0,1,6,26,13,5,11,8,0,0,0,132,186,191,117,79,51,0,0,0,0,0,0,47,69,78,74,48,48,0,0,0,0,0,0,10,12,19,12,8,4,0,0,0,0,0,0,636,92,50,7,323,33,13,7,60,4,5,0,166,291,339,0,0,0,0,113,143,122,0,0,0,0,17,26,27,0,0,0,0,283,334,143,0,0,0,0,144,149,71,0,0,0,0,26,22,13,0,0,0,0,336,463,226,153,20,50,488,213,30,35,232,103,13,18,48,12,2,5,207,215,224,153,91,133,86,69,12,25,20,14,612,181,287,85,56,15,0.736099243164063,0.730481922626495,0.700084269046783,0.646555423736572,0.561452329158783,0.674934637546539,0,0,1,0,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"Now, in the Lebanon situation, would you favor or oppose the U.S. (READ EACH ITEM)? Item: Pulling all the Marines out of Lebanon within a few weeks or months and saying the job they went there to do has been accomplished, even though we would s",
307,1983,2,,0,1,econ & labor,46,79,89,91,68,95,157,121,0,0,0,0,52,43,52,43,38,67,101,59,0,0,0,0,8,0,5,4,4,4,12,13,0,0,0,0,1,22,22,62,252,165,41,113,64,0,0,0,2,10,11,77,160,74,32,60,27,0,0,0,1,1,2,7,18,10,1,5,3,0,0,0,100,134,149,144,95,78,0,0,0,0,0,0,67,84,100,62,57,45,0,0,0,0,0,0,4,7,12,7,5,4,0,0,0,0,0,0,619,79,32,3,376,43,30,2,40,4,4,2,187,246,312,0,0,0,0,128,145,182,0,0,0,0,13,22,16,0,0,0,0,258,313,134,0,0,0,0,201,148,78,0,0,0,0,13,18,9,0,0,0,0,354,392,219,236,21,30,412,227,25,49,291,116,13,25,31,14,2,2,217,191,192,146,94,166,112,83,11,18,14,8,563,177,339,113,45,4,0.591835737228394,0.618939161300659,0.636386275291443,0.644404292106628,0.64323091506958,0.626959276199341,3,0,0,0,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,1,0,0,0,0,"Let me read you some steps that have been suggested to reduce unemployment. Do you favor or oppose (READ EACH ITEM)? Item: The federal government starting a federal retraining program for workers in the steel, auto, and other industries who wil",
